,title,link
1301,"Bennett, Arnold",/browse/authors/b#a859
1302,"Lockwood, Ingersoll",/browse/authors/l#a9462
1303,"Taylor, Bayard",/browse/authors/t#a167
1304,"Hearn, Lafcadio",/browse/authors/h#a368
1305,"Pyle, Howard",/browse/authors/p#a491
1306,"Wormeley, Katharine Prescott",/browse/authors/w#a661
1307,"Luther, Martin",/browse/authors/l#a155
1308,Thucydides,/browse/authors/t#a2352
1309,"Wells-Barnett, Ida B.",/browse/authors/w#a5765
1310,"Blavatsky, H. P. (Helena Petrovna)",/browse/authors/b#a2154
1311,"Griffith, Ralph T. H. (Ralph Thomas Hotchkin)",/browse/authors/g#a26788
1312,"Wiggin, Kate Douglas Smith",/browse/authors/w#a266
1313,"Holmes, Oliver Wendell",/browse/authors/h#a387
1314,"Henderson, A. E.",/browse/authors/h#a33125
1315,"Quesada, Louise Charlotte Garstin",/browse/authors/q#a4595
1316,"Rolland, Romain",/browse/authors/r#a2602
1317,"Matull, Kurt",/browse/authors/m#a40698
1318,"McMaster, Albert Cohn",/browse/authors/m#a33124
1319,"Leinster, Murray",/browse/authors/l#a7321
1320,"Jacobs, Harriet A. (Harriet Ann)",/browse/authors/j#a3801
1321,"Oppenheim, E. Phillips (Edward Phillips)",/browse/authors/o#a594
1322,"Saunders, T. Bailey (Thomas Bailey)",/browse/authors/s#a4542
1323,"Kean, Charles John",/browse/authors/k#a4539
1324,"Blankensee, Theo von",/browse/authors/b#a53456
1325,"Dryden, John",/browse/authors/d#a807
1326,"Tenniel, John",/browse/authors/t#a74
1327,Herodotus,/browse/authors/h#a828
1328,"Meiklejohn, J. M. D. (John Miller Dow)",/browse/authors/m#a24846
1329,"Macaulay, G. C. (George Campbell)",/browse/authors/m#a151
1330,"Burgess, Thornton W. (Thornton Waldo)",/browse/authors/b#a717
1331,"Hammerton, J. A. (John Alexander)",/browse/authors/h#a4519
1332,"Sand, George",/browse/authors/s#a851
1333,Library of Congress. Copyright Office,/browse/authors/l#a141
1334,"Stickney, J. H. (Jenny H.)",/browse/authors/s#a35920
1335,"Spyri, Johanna",/browse/authors/s#a2491
1336,"Stockton, Frank R.",/browse/authors/s#a221
1337,"Crawley, Richard",/browse/authors/c#a2353
1338,"Poblete, Pascual Hicaro",/browse/authors/p#a7919
1339,"Lowell, James Russell",/browse/authors/l#a456
1340,"Halsey, Francis W. (Francis Whiting)",/browse/authors/h#a3081
1341,"Saintsbury, George",/browse/authors/s#a4608
1342,"Hoffmann, Heinrich",/browse/authors/h#a4233
1343,"Maeterlinck, Maurice",/browse/authors/m#a795
1344,"Ganguli, Kisari Mohan",/browse/authors/g#a2563
1345,United States. Central Intelligence Agency,/browse/authors/u#a8
1346,"Paget, Walter",/browse/authors/p#a9756
1347,"Benson, E. F. (Edward Frederic)",/browse/authors/b#a812
1348,"Reid, Mayne",/browse/authors/r#a6260
1349,"Meredith, George",/browse/authors/m#a520
1350,"Starr, Frederick",/browse/authors/s#a5490
1351,"Cotton, Charles",/browse/authors/c#a1231
1352,"Lindsay, Norman",/browse/authors/l#a1588
1353,"Mann, Thomas",/browse/authors/m#a4200
1354,"Whitman, Walt",/browse/authors/w#a600
1355,"Riis, Jacob A. (Jacob August)",/browse/authors/r#a1960
1356,"Boccaccio, Giovanni",/browse/authors/b#a1279
1357,"Grahame, Kenneth",/browse/authors/g#a153
1358,"Tennyson, Alfred Tennyson, Baron",/browse/authors/t#a2987
1359,"Spinoza, Benedictus de",/browse/authors/s#a473
1360,"Cleland, John",/browse/authors/c#a9040
1361,"Queirós, Eça de",/browse/authors/q#a4852
1362,"Wauchope, George Armstrong",/browse/authors/w#a36752
1363,"Milman, Henry Hart",/browse/authors/m#a8722
1364,"Glover, John, librarian of Trinity College, Cambridge",/browse/authors/g#a25743
1365,"Bunyan, John",/browse/authors/b#a81
1366,"Borrow, George",/browse/authors/b#a4383
1367,"Aveling, Eleanor Marx",/browse/authors/a#a902
1368,"Cruikshank, George",/browse/authors/c#a9068
1369,"Bond, Nelson S.",/browse/authors/b#a34095
1370,"McLeod, Lyons",/browse/authors/m#a57597
1371,"Elwes, R. H. M. (Robert Harvey Monro)",/browse/authors/e#a474
1372,"Higginson, Thomas Wentworth",/browse/authors/h#a503
1373,"Samuel, Horace Barnett",/browse/authors/s#a42900
1374,"Rhead, Louis",/browse/authors/r#a44215
1375,"Ellis, Edward Sylvester",/browse/authors/e#a2569
1376,American Thread Company,/browse/authors/a#a50912
1377,"Crane, Stephen",/browse/authors/c#a55
1378,"Brinton, Daniel G. (Daniel Garrison)",/browse/authors/b#a2993
1379,"Mille, Pierre",/browse/authors/m#a6263
1380,"Mérimée, Prosper",/browse/authors/m#a920
1381,"Winter, Milo",/browse/authors/w#a8180
1382,"Couperus, Louis",/browse/authors/c#a4169
1383,"Meade, L. T.",/browse/authors/m#a1621
1384,"Johnson, Samuel",/browse/authors/j#a297
1385,"Grey, Zane",/browse/authors/g#a212
1386,"Tacitus, Cornelius",/browse/authors/t#a2591
1387,"Mabie, Hamilton Wright",/browse/authors/m#a1421
1388,"Schoenherr, John",/browse/authors/s#a25396
1389,"Clarke, Harry",/browse/authors/c#a33646
1390,"Paine, Thomas",/browse/authors/p#a91
1391,"Smith, E. Boyd (Elmer Boyd)",/browse/authors/s#a6511
1392,"Braddon, M. E. (Mary Elizabeth)",/browse/authors/b#a2957
1393,"La Fontaine, Jean de",/browse/authors/l#a1758
1394,"Optic, Oliver",/browse/authors/o#a260
1395,"Graham, George R.",/browse/authors/g#a33746
1396,"Maugham, W. Somerset (William Somerset)",/browse/authors/m#a126
1397,"Silverberg, Robert",/browse/authors/s#a28358
1398,"Le Queux, William",/browse/authors/l#a3141
1399,"Howard, Robert E. (Robert Ervin)",/browse/authors/h#a36031
1400,"FitzGerald, Edward",/browse/authors/f#a138
1401,"Vizetelly, Ernest Alfred",/browse/authors/v#a3192
1402,"Jacobs, Joseph",/browse/authors/j#a2470
1403,"Vestal, Herman B.",/browse/authors/v#a33400
1404,Plutarch,/browse/authors/p#a342
1405,"Flameng, François",/browse/authors/f#a55983
1406,"Clausewitz, Carl von",/browse/authors/c#a757
1407,"Baroja, Pío",/browse/authors/b#a2669
1408,"Washington, Booker T.",/browse/authors/w#a880
1409,"Guizot, François",/browse/authors/g#a5686
1410,"Lindsay, Jack",/browse/authors/l#a38416
1411,"Thurston, Edgar",/browse/authors/t#a37835
1412,"Eliot, Charles William",/browse/authors/e#a6399
1413,"Michelet, Jules",/browse/authors/m#a8214
1414,"Leroux, Gaston",/browse/authors/l#a112
1415,"Erasmus, Desiderius",/browse/authors/e#a3026
1416,"Molesworth, Mrs.",/browse/authors/m#a2147
1417,"Vernon Jones, V. S. (Vernon Stanley)",/browse/authors/v#a6641
1418,"Rostand, Edmond",/browse/authors/r#a575
1419,"Ward, Humphry, Mrs.",/browse/authors/w#a2629
1420,"Bridgman, L. J. (Lewis Jesse)",/browse/authors/b#a8122
1421,"Symonds, John Addington",/browse/authors/s#a1504
1422,"Boylan, R. Dillon (Richard Dillon)",/browse/authors/b#a952
1423,"Payne, John",/browse/authors/p#a1745
1424,"Pascal, Blaise",/browse/authors/p#a7913
1425,"Andreyev, Leonid",/browse/authors/a#a1871
1426,"Hume, Fergus",/browse/authors/h#a1057
1427,"Hemingway, Ernest",/browse/authors/h#a50533
1428,Landesverein Sächsischer Heimatschutz,/browse/authors/l#a53108
1429,"Wrenn, Charles L. (Charles Lewis)",/browse/authors/w#a25468
1430,"Kingsley, Charles",/browse/authors/k#a344
1431,"Sabatini, Rafael",/browse/authors/s#a640
1432,"Keats, John",/browse/authors/k#a935
1433,"Snell, Roy J. (Roy Judson)",/browse/authors/s#a3593
1434,"Marlowe, Stephen",/browse/authors/m#a32369
1435,"Holbein, Hans",/browse/authors/h#a24893
1436,"De Quincey, Thomas",/browse/authors/d#a797
1437,"Graham, J. J. (James John)",/browse/authors/g#a4650
1438,"Goldsmith, Oliver",/browse/authors/g#a211
1439,"Chopin, Kate",/browse/authors/c#a100
1440,"Marriage, Ellen",/browse/authors/m#a701
1441,"Piper, H. Beam",/browse/authors/p#a8301
1442,"Pepys, Samuel",/browse/authors/p#a1181
1443,"Synge, J. M. (John Millington)",/browse/authors/s#a504
1444,"Wordsworth, William",/browse/authors/w#a2879
1445,Apicius,/browse/authors/a#a6712
1446,"Aimard, Gustave",/browse/authors/a#a5146
1447,"Quiller-Couch, Arthur",/browse/authors/q#a3579
1448,"Browning, Elizabeth Barrett",/browse/authors/b#a781
1449,"Morris, Richard",/browse/authors/m#a34489
1450,"Cohn, Paul V. (Paul Victor)",/browse/authors/c#a41296
1451,"Vonnegut, Kurt",/browse/authors/v#a9812
1452,"Braybrooke, Richard Griffin, Baron",/browse/authors/b#a1182
1453,"Whittier, John Greenleaf",/browse/authors/w#a455
1454,"Pine, Frank Woodworth",/browse/authors/p#a9150
1455,"Walpole, Horace",/browse/authors/w#a358
1456,"Cobb, Irvin S. (Irvin Shrewsbury)",/browse/authors/c#a559
1457,"Bright, Mynors",/browse/authors/b#a1394
1458,"Anderson, Sherwood",/browse/authors/a#a231
1459,"Brill, A. A. (Abraham Arden)",/browse/authors/b#a5774
1460,"Relyea, C. M. (Charles M.)",/browse/authors/r#a8637
1461,"Harrison, James A. (James Albert)",/browse/authors/h#a4522
1462,"Sharp, Robert",/browse/authors/s#a4523
1463,"Motley, John Lothrop",/browse/authors/m#a1583
1464,"Jefferson, Thomas",/browse/authors/j#a1638
1465,"Polidori, John William",/browse/authors/p#a1943
1466,"Barbour, Ralph Henry",/browse/authors/b#a2067
1467,"Vehling, Joseph Dommers",/browse/authors/v#a34117
1468,"Madison, James",/browse/authors/m#a14
1469,"Wall, Charles Heron",/browse/authors/w#a2877
1470,"Ellis, Havelock",/browse/authors/e#a2654
1471,"Newnes, George",/browse/authors/n#a3266
1472,"Cather, Willa",/browse/authors/c#a22
1473,"Otis, James",/browse/authors/o#a1433
1474,Machado de Assis,/browse/authors/m#a9685
1475,"Churchill, Winston",/browse/authors/c#a213
1476,"Willis, Nathaniel Parker",/browse/authors/w#a6238
1477,"Hogarth, C. J.",/browse/authors/h#a835
1478,"Hamilton, Alexander",/browse/authors/h#a13
1479,"Hope, Laura Lee",/browse/authors/h#a367
1480,"Abbott, Jacob",/browse/authors/a#a2136
1481,"Castelo Branco, Camilo",/browse/authors/c#a6699
1482,"Burke, Edmund",/browse/authors/b#a842
1483,"De Laurence, L. W. (Lauron William)",/browse/authors/d#a42287
1484,"Flaxman, John",/browse/authors/f#a49833
1485,"Chase, Josephine",/browse/authors/c#a1598
1486,"Heine, Heinrich",/browse/authors/h#a1049
1487,"Emerson, Alice B.",/browse/authors/e#a1619
1488,"Galland, Antoine",/browse/authors/g#a31901
1489,"Sue, Eugène",/browse/authors/s#a1186
1490,"Owen, Will",/browse/authors/o#a33499
1491,"Haussmann, William A.",/browse/authors/h#a46374
1492,"Jay, John",/browse/authors/j#a15
1493,"Crawford, F. Marion (Francis Marion)",/browse/authors/c#a1316
1494,"Johnston, Annie F. (Annie Fellows)",/browse/authors/j#a3050
1495,"Mikszáth, Kálmán",/browse/authors/m#a26008
1496,"Seneca, Lucius Annaeus",/browse/authors/s#a1308
1497,"Addison, Joseph",/browse/authors/a#a1024
1498,"Hancock, H. Irving (Harrie Irving)",/browse/authors/h#a2034
1499,"Allen, Grant",/browse/authors/a#a1452
1500,"Fracker, George",/browse/authors/f#a57591
1501,"Abbott, Thomas Kingsmill",/browse/authors/a#a4915
1502,"Segalá y Estalella, Luis",/browse/authors/s#a49528
1503,"Seltzer, Thomas",/browse/authors/s#a5085
1504,"Wollstonecraft, Mary",/browse/authors/w#a84
1505,"Conway, Moncure Daniel",/browse/authors/c#a1283
1506,"Bourget, Paul",/browse/authors/b#a1346
1507,"Richards, Laura Elizabeth Howe",/browse/authors/r#a1753
1508,"Santayana, George",/browse/authors/s#a5805
1509,"Lessing, Gotthold Ephraim",/browse/authors/l#a990
1510,"Strunk, William",/browse/authors/s#a38672
1511,"Standish, Burt L.",/browse/authors/s#a3848
1512,"Selby-Bigge, L. A. (Lewis Amherst), Sir",/browse/authors/s#a3125
1513,"Caldecott, Randolph",/browse/authors/c#a3611
1514,Laozi,/browse/authors/l#a2427
1515,"Carter, Nicholas (House name)",/browse/authors/c#a4161
1516,Erckmann-Chatrian,/browse/authors/e#a2680
1517,"Rinehart, Mary Roberts",/browse/authors/r#a183
1518,"Lawrence, Frederic William",/browse/authors/l#a46066
1519,"Collodi, Carlo",/browse/authors/c#a268
1520,"Kirtlan, Ernest J. B. (Ernest John Brigham)",/browse/authors/k#a46067
1521,"Adams, Samuel Hopkins",/browse/authors/a#a1635
1522,"Steele, Richard, Sir",/browse/authors/s#a984
1523,"Greenaway, Kate",/browse/authors/g#a6307
1524,"Tarkington, Booth",/browse/authors/t#a169
1525,Stendhal,/browse/authors/s#a418
1526,"Francis, Dick",/browse/authors/f#a33940
1527,"Honig, Winfried",/browse/authors/h#a1134
1528,Boethius,/browse/authors/b#a4992
1529,"Perrault, Charles",/browse/authors/p#a7137
1530,"Westerman, Percy F. (Percy Francis)",/browse/authors/w#a32140
1531,"Dunsany, Lord",/browse/authors/d#a2685
1532,"Rhys, Ernest",/browse/authors/r#a6540
1533,"Veitch, John",/browse/authors/v#a1479
1534,"Webster, Jean",/browse/authors/w#a99
1535,"Fabre, Jean-Henri",/browse/authors/f#a735
1536,"Thwaites, Reuben Gold",/browse/authors/t#a33780
1537,"Griffis, William Elliot",/browse/authors/g#a2568
1538,"Burroughs, John",/browse/authors/b#a1127
1539,"Goldfrap, John Henry",/browse/authors/g#a1974
1540,"Lönnrot, Elias",/browse/authors/l#a4153
1541,"Browning, Robert",/browse/authors/b#a146
1542,"Richardson, Samuel",/browse/authors/r#a1959
1543,"Lever, Charles James",/browse/authors/l#a1744
1544,"Southey, Robert",/browse/authors/s#a488
1545,"Wood, James, Rev.",/browse/authors/w#a4325
1546,"Dods, Marcus",/browse/authors/d#a5058
1547,"Bradford, Gamaliel",/browse/authors/b#a55932
1548,"Linnell, Bruce R.",/browse/authors/l#a39348
1549,Petronius Arbiter,/browse/authors/p#a1743
1550,"Dreiser, Theodore",/browse/authors/d#a130
1551,"Yonge, Charles Duke",/browse/authors/y#a3581
1552,"Porter, Eleanor H. (Eleanor Hodgman)",/browse/authors/p#a200
1553,"Paul, Frank R. (Frank Rudolph)",/browse/authors/p#a31333
1554,"Leiber, Fritz",/browse/authors/l#a25421
1555,"Van Dongen, H. R.",/browse/authors/v#a26301
1556,"Forester, Thomas",/browse/authors/f#a33375
1557,"Owen, Robert Emmett",/browse/authors/o#a5821
1558,Suetonius,/browse/authors/s#a2024
1559,"Hope, Anthony",/browse/authors/h#a63
1560,"Morley, John",/browse/authors/m#a3767
1561,"Hamsun, Knut",/browse/authors/h#a2376
1562,"Humboldt, Alexander von",/browse/authors/h#a1995
1563,"Legge, James",/browse/authors/l#a1114
1564,"Giles, Herbert Allen",/browse/authors/g#a814
1565,"Johnson, Rossiter",/browse/authors/j#a3308
1566,Northern Nut Growers Association,/browse/authors/n#a9596
1567,"Dickinson, Emily",/browse/authors/d#a996
1568,"Mee, Arthur",/browse/authors/m#a4518
1569,"Dulac, Edmund",/browse/authors/d#a7657
1570,"Wood, Henry, Mrs.",/browse/authors/w#a1177
1571,Arrian,/browse/authors/a#a44068
1572,"Marryat, Frederick",/browse/authors/m#a627
1573,"Thomson, Alexander, M.D.",/browse/authors/t#a2039
1574,"Firebaugh, W. C.",/browse/authors/f#a36279
1575,"Chinnock, Edward James",/browse/authors/c#a44069
1576,"Stewart, Aubrey",/browse/authors/s#a1309
1577,"Goble, Warwick",/browse/authors/g#a25683
1578,"Ingersoll, Robert Green",/browse/authors/i#a2662
1579,"Northup, Solomon",/browse/authors/n#a43390
1580,"Brooke, L. Leslie (Leonard Leslie)",/browse/authors/b#a3547
1581,"Leonardo, da Vinci",/browse/authors/l#a1629
1582,"Browne, Gordon",/browse/authors/b#a8569
1583,"Sterne, Laurence",/browse/authors/s#a419
1584,"Turpin, Edna Henry Lee",/browse/authors/t#a6842
1585,"Huxley, Thomas Henry",/browse/authors/h#a595
1586,"Camões, Luís de",/browse/authors/c#a1183
1587,"Disraeli, Benjamin, Earl of Beaconsfield",/browse/authors/d#a1292
1588,"Sienkiewicz, Henryk",/browse/authors/s#a1052
1589,"Guerber, H. A. (Hélène Adeline)",/browse/authors/g#a5313
1590,"Safford, Mary J.",/browse/authors/s#a1802
1591,"Buchan, John",/browse/authors/b#a285
1592,"More, Thomas, Saint",/browse/authors/m#a827
1593,"Smith, Mary Campbell",/browse/authors/s#a46144
1594,"Luce, Edmund",/browse/authors/l#a33572
1595,"Bindloss, Harold",/browse/authors/b#a1256
1596,"Hartley, Florence",/browse/authors/h#a37476
1597,"Steinmüller, Paul",/browse/authors/s#a57593
1598,"Hayashi, Kiyotoshi",/browse/authors/h#a36139
1599,"Petrarca, Francesco",/browse/authors/p#a7519
1600,"Rachinskii, Sergei Aleksandrovich",/browse/authors/r#a6771
1601,"McCutcheon, George Barr",/browse/authors/m#a1555
1602,"Dexter, Timothy",/browse/authors/d#a42217
1603,"Cowper, William",/browse/authors/c#a1270
1604,"Harris, Joel Chandler",/browse/authors/h#a868
1605,"Scribe, Eugène",/browse/authors/s#a4444
1606,"Radcliffe, Ann Ward",/browse/authors/r#a1147
1607,"Beardsley, Aubrey",/browse/authors/b#a41820
1608,"Beerbohm, Max, Sir",/browse/authors/b#a397
1609,"Browne, Hablot Knight",/browse/authors/b#a24934
1610,"Casanova, Giacomo",/browse/authors/c#a1075
1611,"Wraxall, Lascelles, Sir",/browse/authors/w#a41528
1612,"Rowlandson, Mary White",/browse/authors/r#a445
1613,"Motteux, Peter Anthony",/browse/authors/m#a4933
1614,"Reynolds, Mack",/browse/authors/r#a25744
1615,"Cuneo, Cyrus",/browse/authors/c#a9717
1616,"Corelli, Marie",/browse/authors/c#a1321
1617,"Brazil, Angela",/browse/authors/b#a2544
1618,"James, M. R. (Montague Rhodes)",/browse/authors/j#a2768
1619,"James, H. R. (Henry Rosher)",/browse/authors/j#a25656
1620,"Atkinson, William Walker",/browse/authors/a#a4862
1621,"Butcher, S. H. (Samuel Henry)",/browse/authors/b#a707
1622,"Williamson, A. M. (Alice Muriel)",/browse/authors/w#a3796
1623,"Rosell, Cayetano",/browse/authors/r#a54109
1624,"Neilson, William Allan",/browse/authors/n#a1119
1625,"Čapek, Karel",/browse/authors/other#a4823
1626,"Hazlitt, William",/browse/authors/h#a800
1627,"Herzl, Theodor",/browse/authors/h#a31209
1628,"Vaughan, Robert",/browse/authors/v#a53815
1629,"Mahan, A. T. (Alfred Thayer)",/browse/authors/m#a5116
1630,"Castlemon, Harry",/browse/authors/c#a2274
1631,"Rabelais, François",/browse/authors/r#a551
1632,"Stables, Gordon",/browse/authors/s#a4164
1633,"Unamuno, Miguel de",/browse/authors/u#a5605
1634,"Gissing, George",/browse/authors/g#a641
1635,"Mackay, Charles",/browse/authors/m#a516
1636,"Wu, Jianren",/browse/authors/w#a26060
1637,"Harper, Charles G. (Charles George)",/browse/authors/h#a39133
1638,"Barrows, David P.",/browse/authors/b#a33413
1639,"Webster, John",/browse/authors/w#a857
1640,"Lamb, Charles",/browse/authors/l#a293
1641,"Caswell, Edward C.",/browse/authors/c#a31826
1642,"Warner, Susan",/browse/authors/w#a4744
1643,"Roget, Peter Mark",/browse/authors/r#a20
1644,"Lincoln, Abraham",/browse/authors/l#a3
1645,"Davis, Richard Harding",/browse/authors/d#a181
1646,"Mansfield, Katherine",/browse/authors/m#a631
1647,"Loti, Pierre",/browse/authors/l#a853
1648,"V. Payen-Payne, de (Vinchelés Payen-Payne)",/browse/authors/v#a44632
1649,"Green, Anna Katharine",/browse/authors/g#a541
1650,"Paine, Albert Bigelow",/browse/authors/p#a1076
1651,"Lane-Poole, Stanley",/browse/authors/l#a25154
1652,"Besant, Annie",/browse/authors/b#a1425
1653,"Arnold, Edwin, Sir",/browse/authors/a#a889
1654,"Mackail, J. W. (John William)",/browse/authors/m#a881
1655,"Coleridge, Ernest Hartley",/browse/authors/c#a2902
1656,"Pound, Ezra",/browse/authors/p#a2637
1657,"Miller, Alex. McVeigh, Mrs.",/browse/authors/m#a35103
1658,"Hotten, John Camden",/browse/authors/h#a41526
1659,"Kuprin, A. I. (Aleksandr Ivanovich)",/browse/authors/k#a1552
1660,"Durkheim, Émile",/browse/authors/d#a40654
1661,"Waley, Arthur",/browse/authors/w#a6752
1662,"Davidson, Thomas",/browse/authors/d#a38990
1663,"Lagerlöf, Selma",/browse/authors/l#a1717
1664,"Wilcox, Ella Wheeler",/browse/authors/w#a1138
1665,"Müller, F. Max (Friedrich Max)",/browse/authors/m#a787
1666,"Congreve, William",/browse/authors/c#a547
1667,"Nicoll, W. Robertson (William Robertson), Sir",/browse/authors/n#a36133
1668,"Harvey, William",/browse/authors/h#a25917
1669,Livy,/browse/authors/l#a3707
1670,"Smith, E. E. (Edward Elmer)",/browse/authors/s#a9515
1671,"Valéry, Paul",/browse/authors/v#a49451
1672,"Appleton, Victor",/browse/authors/a#a267
1673,"Nuttall, P. Austin",/browse/authors/n#a34230
1674,"Upton, George P. (George Putnam)",/browse/authors/u#a5760
1675,"Seton, Ernest Thompson",/browse/authors/s#a535
1676,"Newton, Isaac",/browse/authors/n#a6288
1677,"Martin, Eva (Translator)",/browse/authors/m#a981
1678,Confucius,/browse/authors/c#a1180
1679,"Boïelle, James",/browse/authors/b#a57596
1680,Aeschylus,/browse/authors/a#a2825
1681,Vitruvius Pollio,/browse/authors/v#a9180
1682,"Matthews, Brander",/browse/authors/m#a1992
1683,"Zangwill, Israel",/browse/authors/z#a1987
1684,"Rangachari, K.",/browse/authors/r#a26215
1685,"Hills, E. C. (Elijah Clarence)",/browse/authors/h#a6455
1686,"Rilke, Rainer Maria",/browse/authors/r#a846
1687,"Lipsky, Louis",/browse/authors/l#a31210
1688,"Bergson, Henri",/browse/authors/b#a1462
1689,"Bein, Alex",/browse/authors/b#a31211
1690,"Townsend, George Fyler",/browse/authors/t#a19
1691,"Wyeth, N. C. (Newell Convers)",/browse/authors/w#a32841
1692,"Mussolini, Benito",/browse/authors/m#a52104
1693,"Ashton, John",/browse/authors/a#a9006
1694,"About, Edmond",/browse/authors/a#a5182
1695,"Schelling, George",/browse/authors/s#a25425
1696,"Windsor, H. H. (Henry Haven)",/browse/authors/w#a25975
1697,"Tracy, Louis",/browse/authors/t#a1627
1698,"Stratton-Porter, Gene",/browse/authors/s#a71
1699,"Besant, Walter",/browse/authors/b#a5404
1700,"Greiffenhagen, Maurice",/browse/authors/g#a34729
1701,"Fletcher, John",/browse/authors/f#a4606
1702,"Scott-Moncrieff, C. K. (Charles Kenneth)",/browse/authors/s#a217
1703,"Ford, H. J. (Henry Justice)",/browse/authors/f#a26630
1704,"Weyman, Stanley John",/browse/authors/w#a742
1705,"Ross, Robert Baldwin",/browse/authors/r#a5421
1706,"Sologub, Fyodor",/browse/authors/s#a2481
1707,Project Gutenberg,/browse/authors/p#a114
1708,"Berens, E. M.",/browse/authors/b#a25300
1709,"Apollinaire, Guillaume",/browse/authors/a#a6075
1710,"Dobson, Austin",/browse/authors/d#a2155
1711,"Harrison, Harry",/browse/authors/h#a25395
1712,"Long, George",/browse/authors/l#a2256
1713,"Walpole, Hugh",/browse/authors/w#a1207
1714,"Williams, George Alfred",/browse/authors/w#a4569
1715,"Johnson, Charles Howard",/browse/authors/j#a40205
1716,"Hamilton, Edmond",/browse/authors/h#a26787
1717,"Summers, Leo",/browse/authors/s#a26735
1718,"Hurlbut, Jesse Lyman",/browse/authors/h#a33676
1719,"Swinburne, Algernon Charles",/browse/authors/s#a832
1720,"Hale, Edward Everett",/browse/authors/h#a650
1721,"Williamson, C. N. (Charles Norris)",/browse/authors/w#a3522
1722,"Hawthorne, Julian",/browse/authors/h#a675
1723,"Van Dyke, Henry",/browse/authors/v#a362
1724,Snorri Sturluson,/browse/authors/s#a312
1725,"Richards, Amy, active 1896-1918",/browse/authors/r#a57569
1726,"Törmänen, C. Edv.",/browse/authors/t#a7521
1727,"Cannon, Richard",/browse/authors/c#a45414
1728,"Bracco, Roberto",/browse/authors/b#a37422
1729,"Scott, Cyril",/browse/authors/s#a38080
1730,"Musset, Alfred de",/browse/authors/m#a1341
1731,"Montagu, Basil",/browse/authors/m#a48860
1732,"Gummere, Francis Barton",/browse/authors/g#a497
1733,"Urquhart, Thomas, Sir",/browse/authors/u#a4932
1734,"De Amicis, Edmondo",/browse/authors/d#a7650
1735,"Haldane, R. B. Haldane (Richard Burdon Haldane), Viscount",/browse/authors/h#a7742
1736,"Roberts, Charles G. D., Sir",/browse/authors/r#a2272
1737,"Smith, Jessie Willcox",/browse/authors/s#a7158
1738,"Kirk, Maria Louise",/browse/authors/k#a9513
1739,"Cajander, Paavo Emil",/browse/authors/c#a4531
1740,"Bradbury, Ray",/browse/authors/b#a41269
1741,"McCrae, John",/browse/authors/m#a194
1742,"Freeman, Mary Eleanor Wilkins",/browse/authors/f#a495
1743,"Riley, James Whitcomb",/browse/authors/r#a356
1744,"Baldwin, James",/browse/authors/b#a1982
1745,"Vaknin, Samuel",/browse/authors/v#a2702
1746,"Frost, Robert",/browse/authors/f#a1091
1747,"Cady, Harrison",/browse/authors/c#a8456
1748,"Gage, George W.",/browse/authors/g#a32544
1749,"Einstein, Albert",/browse/authors/e#a1630
1750,"Millar, H. R. (Harold Robert)",/browse/authors/m#a7296
1751,"Marden, Orison Swett",/browse/authors/m#a1515
1752,"Arthur, T. S. (Timothy Shay)",/browse/authors/a#a1513
1753,"Kuttner, Henry",/browse/authors/k#a35061
1754,"Spiers, A. (Alexander)",/browse/authors/s#a48859
1755,"Webster, Noah",/browse/authors/w#a139
1756,"Roessler, Erwin W. (Erwin William)",/browse/authors/r#a6009
1757,"Alarcón, Pedro Antonio de",/browse/authors/a#a6108
1758,"Hageman, Felix (Leonard Felix)",/browse/authors/h#a53451
1759,"Remy, Alfred",/browse/authors/r#a6010
1760,"Everett-Green, Evelyn",/browse/authors/e#a4888
1761,"Pepper, Charles M. (Charles Melville)",/browse/authors/p#a39354
1762,"Li, Chunfang, active 17th century",/browse/authors/l#a47901
1763,"Lane, Edward William",/browse/authors/l#a36870
1764,"Kemp, J. (John)",/browse/authors/k#a41713
1765,"Barnum, P. T. (Phineas Taylor)",/browse/authors/b#a2816
1766,"AlHydar, Majid",/browse/authors/a#a41984
1767,"Walton, Bryce",/browse/authors/w#a33100
1768,United States. National Park Service,/browse/authors/u#a45167
1769,"Lewis, Sinclair",/browse/authors/l#a278
1770,"Fitzhugh, Percy Keese",/browse/authors/f#a2132
1771,"Hornung, E. W. (Ernest William)",/browse/authors/h#a364
1772,"Beaumont, Francis",/browse/authors/b#a3603
1773,"Weir, Harrison",/browse/authors/w#a8210
1774,"Doctorow, Cory",/browse/authors/d#a3826
1775,"Vandercook, Margaret",/browse/authors/v#a2838
1776,"Keller, Arthur Ignatius",/browse/authors/k#a7429
1777,"Taine, Hippolyte",/browse/authors/t#a969
1778,"Swain, Joseph Ward",/browse/authors/s#a41138
1779,"Spence, Lewis",/browse/authors/s#a5707
1780,"Edgeworth, Maria",/browse/authors/e#a630
1781,"Knight, William Angus",/browse/authors/k#a3388
1782,"Brooke, Rupert",/browse/authors/b#a148
1783,"Stevenson, Burton Egbert",/browse/authors/s#a980
1784,"Shelley, Percy Bysshe",/browse/authors/s#a1529
1785,Epictetus,/browse/authors/e#a452
1786,"Giles, J. A. (John Allen)",/browse/authors/g#a760
1787,"Leacock, Stephen",/browse/authors/l#a1221
1788,"Parrish, Maxfield",/browse/authors/p#a9605
